grid_id,grid_minx,grid_miny,grid_maxx,grid_maxy,taxon_uuid,物種名,taxon_name_tw,國內紅皮書評估類別,unique_grid_name
2920-06-10-02,120.62,24.208333333333,120.63,24.216666666667,aaa14dcf-9cee-449b-890b-1e39a1f6371f,鳥類,棕背伯勞,"易危（VU, Vulnerable）",晶圓十五廠
2920-06-10-02,120.62,24.208333333333,120.63,24.216666666667,96acaa9b-0412-4853-8168-fccd12166426,哺乳類,石虎,"瀕危（EN, Endangered）",晶圓十五廠
2920-06-10-02,120.62,24.208333333333,120.63,24.216666666667,bf08ca9d-e8e0-498a-a455-69864429598d,被子植物,土沉香,"易危（VU, Vulnerable）",晶圓十五廠
2720-72-01-30,120.25,23.108333333333,120.26,23.116666666667,3ee45f50-97fe-4a84-b1a5-2e6d4d72c041,鳥類,水雉,"易危（VU, Vulnerable）",先進封測二廠
2720-72-01-30,120.25,23.108333333333,120.26,23.116666666667,aaa14dcf-9cee-449b-890b-1e39a1f6371f,鳥類,棕背伯勞,"易危（VU, Vulnerable）",先進封測二廠
2920-79-01-04,120.99,24.75,121.0,24.758333333333,f75d0c53-2b2c-4a20-aa79-d03c5f8a9fd3,鳥類,臺灣畫眉,"瀕危（EN, Endangered）",全球研發中心
2720-72-11-00,120.25,23.125,120.26,23.133333333333,aaa14dcf-9cee-449b-890b-1e39a1f6371f,鳥類,棕背伯勞,"易危（VU, Vulnerable）",先進封測二廠
2720-72-01-20,120.25,23.1,120.26,23.108333333333,3ee45f50-97fe-4a84-b1a5-2e6d4d72c041,鳥類,水雉,"易危（VU, Vulnerable）",先進封測二廠
2921-70-00-01,121.01,24.75,121.02,24.758333333333,12893a44-eca8-44a1-955f-970705f53bc4,哺乳類,穿山甲,"易危（VU, Vulnerable）",全球研發中心
2920-06-00-32,120.62,24.191666666667,120.63,24.2,76ccc3a9-51b0-4cda-9685-f997e722569c,鳥類,鴛鴦,"易危（VU, Vulnerable）",晶圓十五廠
2920-06-00-32,120.62,24.191666666667,120.63,24.2,32c10708-3ffd-4f51-8ac5-ea5d44fa62d0,鳥類,小水鴨,"易危（VU, Vulnerable）",晶圓十五廠
2920-06-00-32,120.62,24.191666666667,120.63,24.2,f3d89a59-01a5-4c8a-bff2-12d103301bc8,鳥類,黑頭文鳥,"易危（VU, Vulnerable）",晶圓十五廠
2920-06-00-32,120.62,24.191666666667,120.63,24.2,96acaa9b-0412-4853-8168-fccd12166426,哺乳類,石虎,"瀕危（EN, Endangered）",晶圓十五廠
2920-06-00-32,120.62,24.191666666667,120.63,24.2,0df8aedc-80ea-41e6-b916-a30a509aae5e,魚類,長脂擬鱨,"易危（VU, Vulnerable）",晶圓十五廠
2920-06-00-32,120.62,24.191666666667,120.63,24.2,cea2ea72-bfa4-4718-be05-445fb6ce349b,魚類,臺灣間爬岩鰍,"易危（VU, Vulnerable）",晶圓十五廠
2920-06-00-41,120.61,24.2,120.62,24.208333333333,aaa14dcf-9cee-449b-890b-1e39a1f6371f,鳥類,棕背伯勞,"易危（VU, Vulnerable）",晶圓十五廠
2920-06-00-41,120.61,24.2,120.62,24.208333333333,3bfd7900-6cc1-4f1d-ac17-2bc932415b32,被子植物,繖楊,"瀕危（EN, Endangered）",晶圓十五廠
2920-06-00-41,120.61,24.2,120.62,24.208333333333,9a1f28f4-88f8-4d42-9e17-4aa5c34f57cc,被子植物,穗花棋盤腳,"易危（VU, Vulnerable）",晶圓十五廠
2720-72-01-34,120.29,23.108333333333,120.3,23.116666666667,aaa14dcf-9cee-449b-890b-1e39a1f6371f,鳥類,棕背伯勞,"易危（VU, Vulnerable）",先進封測二廠
2720-72-01-11,120.26,23.091666666667,120.27,23.1,da97cd9a-686f-4f3b-94a9-1623ab914351,鳥類,黃鸝,"易危（VU, Vulnerable）",先進封測二廠
2720-72-01-13,120.28,23.091666666667,120.29,23.1,aaa14dcf-9cee-449b-890b-1e39a1f6371f,鳥類,棕背伯勞,"易危（VU, Vulnerable）",先進封測二廠
2720-72-01-13,120.28,23.091666666667,120.29,23.1,f3d89a59-01a5-4c8a-bff2-12d103301bc8,鳥類,黑頭文鳥,"易危（VU, Vulnerable）",先進封測二廠
2720-72-01-13,120.28,23.091666666667,120.29,23.1,e882d691-d35b-4496-864a-c4aaf861d498,鳥類,黑腹濱鷸,"易危（VU, Vulnerable）",先進封測二廠
2720-72-01-13,120.28,23.091666666667,120.29,23.1,d6d34aa8-6583-4f69-832b-153ef87b9058,鳥類,紅胸濱鷸,"易危（VU, Vulnerable）",先進封測二廠
2720-72-11-01,120.26,23.125,120.27,23.133333333333,da97cd9a-686f-4f3b-94a9-1623ab914351,鳥類,黃鸝,"易危（VU, Vulnerable）",先進封測二廠
2921-60-10-40,121.0,24.741666666667,121.01,24.75,f75d0c53-2b2c-4a20-aa79-d03c5f8a9fd3,鳥類,臺灣畫眉,"瀕危（EN, Endangered）",全球研發中心
2720-72-01-44,120.29,23.116666666667,120.3,23.125,76cf5e03-c6eb-43fb-ae8a-7322635f22f9,哺乳類,金黃鼠耳蝠,"易危（VU, Vulnerable）",先進封測二廠
2720-72-01-31,120.26,23.108333333333,120.27,23.116666666667,aaa14dcf-9cee-449b-890b-1e39a1f6371f,鳥類,棕背伯勞,"易危（VU, Vulnerable）",先進封測二廠
2720-72-01-31,120.26,23.108333333333,120.27,23.116666666667,3ee45f50-97fe-4a84-b1a5-2e6d4d72c041,鳥類,水雉,"易危（VU, Vulnerable）",先進封測二廠
2920-06-00-40,120.6,24.2,120.61,24.208333333333,aaa14dcf-9cee-449b-890b-1e39a1f6371f,鳥類,棕背伯勞,"易危（VU, Vulnerable）",晶圓十五廠
2920-06-00-33,120.63,24.191666666667,120.64,24.2,aaa14dcf-9cee-449b-890b-1e39a1f6371f,鳥類,棕背伯勞,"易危（VU, Vulnerable）",晶圓十五廠
2920-06-00-33,120.63,24.191666666667,120.64,24.2,f75d0c53-2b2c-4a20-aa79-d03c5f8a9fd3,鳥類,臺灣畫眉,"瀕危（EN, Endangered）",晶圓十五廠
2920-06-00-33,120.63,24.191666666667,120.64,24.2,3ee45f50-97fe-4a84-b1a5-2e6d4d72c041,鳥類,水雉,"易危（VU, Vulnerable）",晶圓十五廠
2920-06-00-33,120.63,24.191666666667,120.64,24.2,f3d89a59-01a5-4c8a-bff2-12d103301bc8,鳥類,黑頭文鳥,"易危（VU, Vulnerable）",晶圓十五廠
2720-72-01-21,120.26,23.1,120.27,23.108333333333,8f2d01e3-4ecc-425b-8afb-fbc9daf982d2,鳥類,丹氏濱鷸,"易危（VU, Vulnerable）",先進封測二廠
2720-72-01-21,120.26,23.1,120.27,23.108333333333,aaa14dcf-9cee-449b-890b-1e39a1f6371f,鳥類,棕背伯勞,"易危（VU, Vulnerable）",先進封測二廠
2720-72-01-24,120.29,23.1,120.3,23.108333333333,aaa14dcf-9cee-449b-890b-1e39a1f6371f,鳥類,棕背伯勞,"易危（VU, Vulnerable）",先進封測二廠
2720-72-01-24,120.29,23.1,120.3,23.108333333333,e67a95bb-ad16-4e67-b2a8-d962efd5f30f,鳥類,董雞,"易危（VU, Vulnerable）",先進封測二廠
2920-06-10-10,120.6,24.216666666667,120.61,24.225,f3d89a59-01a5-4c8a-bff2-12d103301bc8,鳥類,黑頭文鳥,"易危（VU, Vulnerable）",晶圓十五廠
2720-72-01-40,120.25,23.116666666667,120.26,23.125,3ee45f50-97fe-4a84-b1a5-2e6d4d72c041,鳥類,水雉,"易危（VU, Vulnerable）",先進封測二廠
2720-72-01-22,120.27,23.1,120.28,23.108333333333,aaa14dcf-9cee-449b-890b-1e39a1f6371f,鳥類,棕背伯勞,"易危（VU, Vulnerable）",先進封測二廠
2720-72-01-22,120.27,23.1,120.28,23.108333333333,da97cd9a-686f-4f3b-94a9-1623ab914351,鳥類,黃鸝,"易危（VU, Vulnerable）",先進封測二廠
2921-70-00-32,121.02,24.775,121.03,24.783333333333,3a7000ea-cb36-4995-8d90-7dcd37c51a34,兩棲類,臺北樹蛙,"易危（VU, Vulnerable）",全球研發中心
2920-05-11-04,120.59,24.208333333333,120.6,24.216666666667,32c10708-3ffd-4f51-8ac5-ea5d44fa62d0,鳥類,小水鴨,"易危（VU, Vulnerable）",晶圓十五廠
2920-05-11-04,120.59,24.208333333333,120.6,24.216666666667,f3d89a59-01a5-4c8a-bff2-12d103301bc8,鳥類,黑頭文鳥,"易危（VU, Vulnerable）",晶圓十五廠
2920-05-11-04,120.59,24.208333333333,120.6,24.216666666667,25eef22d-2c49-4f8c-ae5a-ce624d34fe1a,被子植物,狗花椒,"易危（VU, Vulnerable）",晶圓十五廠
2920-05-11-04,120.59,24.208333333333,120.6,24.216666666667,3bfd7900-6cc1-4f1d-ac17-2bc932415b32,被子植物,繖楊,"瀕危（EN, Endangered）",晶圓十五廠
2920-05-11-04,120.59,24.208333333333,120.6,24.216666666667,dddac4db-86cc-4a0e-beeb-19d82da234e4,被子植物,臺灣火刺木,"易危（VU, Vulnerable）",晶圓十五廠
2920-06-00-43,120.63,24.2,120.64,24.208333333333,3ee45f50-97fe-4a84-b1a5-2e6d4d72c041,鳥類,水雉,"易危（VU, Vulnerable）",晶圓十五廠
2920-06-00-43,120.63,24.2,120.64,24.208333333333,aaa14dcf-9cee-449b-890b-1e39a1f6371f,鳥類,棕背伯勞,"易危（VU, Vulnerable）",晶圓十五廠
2920-06-00-43,120.63,24.2,120.64,24.208333333333,96acaa9b-0412-4853-8168-fccd12166426,哺乳類,石虎,"瀕危（EN, Endangered）",晶圓十五廠
